Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A871292,*Socks,01/15/2023 04:46:00 PM,Jan 2023,11/06/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A870438,*Panda,01/15/2023 05:53:00 PM,Jan 2023,12/06/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A868004,*Penelope,01/15/2023 06:00:00 PM,Jan 2023,10/27/2019,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair,Calico
A872388,A872388,01/17/2023 12:00:00 AM,Jan 2023,01/09/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A865452,*Rufus,01/17/2023 07:15:00 AM,Jan 2023,04/11/2022,Adoption,Foster,Cat,Neutered Male,9 months,Domestic Shorthair,Brown Tabby/White
A871180,Monty,01/17/2023 11:31:00 AM,Jan 2023,12/20/2020,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Blue
A870069,Meredith,01/17/2023 12:20:00 PM,Jan 2023,11/30/2015,Transfer,Partner,Cat,Intact Female,7 years,Domestic Longhair,Brown Tabby
A872293,*Fuji,01/17/2023 12:21:00 PM,Jan 2023,01/07/2017,Transfer,Partner,Cat,Intact Male,6 years,Domestic Shorthair,Black
A870328,*Daisy,01/17/2023 03:27:00 PM,Jan 2023,12/05/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A872260,*Henry,01/17/2023 04:04:00 PM,Jan 2023,01/06/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A872671,A872671,01/17/2023 04:17:00 PM,Jan 2023,11/19/2022,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby/White
A872699,,01/17/2023 04:21:00 PM,Jan 2023,01/13/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby
A872472,,01/17/2023 04:38:00 PM,Jan 2023,10/10/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A872389,,01/17/2023 04:43:00 PM,Jan 2023,01/09/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby
A872672,,01/17/2023 05:06:00 PM,Jan 2023,11/19/2022,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby/White
A872401,Precious,01/17/2023 05:32:00 PM,Jan 2023,01/09/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
A872665,Anya,01/17/2023 06:32:00 PM,Jan 2023,07/13/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Medium Hair,Brown Tabby
A872719,,01/18/2023 09:24:00 AM,Jan 2023,01/14/2013,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Shorthair,Tortie
A871751,*Stella,01/18/2023 09:36:00 AM,Jan 2023,12/29/2018,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair,Black
A870002,*Stewie,01/18/2023 09:38:00 AM,Jan 2023,11/29/2016,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby/White
A868484,Isaac,01/18/2023 10:13:00 AM,Jan 2023,11/04/2016,Adoption,Foster,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby/White
A872604,Sweet Bailey,01/18/2023 10:24:00 AM,Jan 2023,01/12/2021,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Blue/White
A872539,,01/18/2023 04:17:00 PM,Jan 2023,07/11/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A872457,,01/18/2023 04:44:00 PM,Jan 2023,11/10/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A872458,,01/18/2023 04:44:00 PM,Jan 2023,11/10/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair,Brown Tabby/White
A861828,,01/18/2023 04:48:00 PM,Jan 2023,07/01/2022,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A861829,,01/18/2023 04:49:00 PM,Jan 2023,07/01/2022,Adoption,Foster,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A872537,*Sirtux,01/18/2023 05:26:00 PM,Jan 2023,09/11/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A872689,,01/18/2023 06:05:00 PM,Jan 2023,10/30/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A870351,*Verity,01/18/2023 06:19:00 PM,Jan 2023,03/05/2022,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Orange Tabby
A872527,*Moon,01/18/2023 06:38:00 PM,Jan 2023,01/11/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue Tabby
A871019,*Stefan,01/18/2023 07:03:00 PM,Jan 2023,12/17/2018,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Black
A872421,,01/19/2023 12:00:00 AM,Jan 2023,01/09/2020,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,Brown Tabby/White
A872477,,01/19/2023 12:00:00 AM,Jan 2023,01/10/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A871284,*Sunrise,01/19/2023 12:00:00 AM,Jan 2023,06/21/2022,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Calico
A872419,,01/19/2023 12:00:00 AM,Jan 2023,01/09/2020,Transfer,Snr,Cat,Unknown,3 years,Domestic Shorthair,White/Brown Tabby
A872605,,01/19/2023 12:00:00 AM,Jan 2023,01/12/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A871285,*Sunset,01/19/2023 12:00:00 AM,Jan 2023,06/21/2022,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Tortie
A872906,Tigger,01/19/2023 09:30:00 AM,Jan 2023,04/17/2022,Return to Owner,,Cat,Neutered Male,9 months,Domestic Shorthair,Orange Tabby
A872182,Lillie,01/19/2023 09:33:00 AM,Jan 2023,01/05/2013,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair,Blue
A872757,Stella,01/19/2023 02:34:00 PM,Jan 2023,01/14/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Black/White
A871743,*Gini,01/19/2023 04:17:00 PM,Jan 2023,11/11/2022,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby
A872897,,01/19/2023 04:47:00 PM,Jan 2023,10/17/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A868095,*O'Malley,01/19/2023 06:30:00 PM,Jan 2023,10/28/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A872951,Bubba,01/20/2023 12:13:00 PM,Jan 2023,12/18/2018,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Black
A870974,A870974,01/20/2023 12:53:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A870975,A870975,01/20/2023 12:53:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A872095,Pepsi,01/20/2023 04:13:00 PM,Jan 2023,01/04/2021,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A872806,,01/20/2023 04:49:00 PM,Jan 2023,01/16/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A872468,,01/20/2023 06:45:00 PM,Jan 2023,11/10/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A873042,Jorah,01/20/2023 07:01:00 PM,Jan 2023,01/19/2017,Return to Owner,,Cat,Neutered Male,6 years,Domestic Shorthair,Orange Tabby/White
A872857,,01/21/2023 10:53:00 AM,Jan 2023,01/17/2021,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair,Brown
A872538,,01/21/2023 11:43:00 AM,Jan 2023,09/11/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White
A872905,Patson,01/21/2023 12:25:00 PM,Jan 2023,04/17/2022,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Blue Point/White
A870976,A870976,01/21/2023 01:26:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A869956,Hercules,01/21/2023 01:32:00 PM,Jan 2023,09/28/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A869712,Nala,01/21/2023 02:33:00 PM,Jan 2023,11/23/2019,Adoption,,Cat,Spayed Female,3 years,Siamese,Seal Point
A872639,Scrappy,01/21/2023 03:09:00 PM,Jan 2023,04/17/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A872904,Grayson,01/21/2023 06:35:00 PM,Jan 2023,01/17/2018,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Gray Tabby
A873166,Yippie,01/22/2023 12:58:00 PM,Jan 2023,01/21/2020,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair,Brown Tabby
A872983,,01/22/2023 03:32:00 PM,Jan 2023,01/22/2014,Return to Owner,,Cat,Neutered Male,9 years,Domestic Medium Hair,Orange Tabby
A868735,*Cieli,01/22/2023 04:00:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A870889,Jade,01/22/2023 04:06:00 PM,Jan 2023,10/14/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A873126,,01/23/2023 06:57:00 AM,Jan 2023,07/20/2022,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Calico
A873093,Nick,01/23/2023 06:57:00 AM,Jan 2023,01/20/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A872899,,01/23/2023 06:59:00 AM,Jan 2023,01/19/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A872600,,01/23/2023 06:59:00 AM,Jan 2023,01/12/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Blue Tabby/White
A873076,,01/23/2023 06:59:00 AM,Jan 2023,01/20/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,White/Gray
A872420,,01/23/2023 07:00:00 AM,Jan 2023,01/09/2022,Transfer,Snr,Cat,Intact Male,1 year,Domestic Shorthair,Blue Tabby
A872900,,01/23/2023 07:00:00 AM,Jan 2023,01/17/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A844416,Ren,01/23/2023 02:22:00 PM,Jan 2023,07/31/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A844415,Stocky,01/23/2023 02:27:00 PM,Jan 2023,07/31/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Silver Tabby
A870639,*Cream Puff,01/23/2023 02:54:00 PM,Jan 2023,11/09/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Cream
A870638,Cleopatra,01/23/2023 03:21:00 PM,Jan 2023,11/09/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Orange Tabby
A871446,*Sticky Bun,01/23/2023 03:51:00 PM,Jan 2023,12/24/2018,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A872895,,01/23/2023 03:55:00 PM,Jan 2023,10/21/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,White/Black
A873001,,01/23/2023 03:57:00 PM,Jan 2023,01/19/2021,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair,Torbie
A871114,*Blazer,01/23/2023 04:02:00 PM,Jan 2023,03/19/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A872133,A872133,01/23/2023 04:14:00 PM,Jan 2023,01/04/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A872923,,01/23/2023 05:06:00 PM,Jan 2023,08/18/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Blue Tabby/White
A872981,,01/23/2023 05:20:00 PM,Jan 2023,01/18/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Calico
A872878,*Sunset,01/23/2023 05:31:00 PM,Jan 2023,08/17/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White
A872921,,01/23/2023 05:39:00 PM,Jan 2023,11/18/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue/White
A872874,,01/23/2023 05:51:00 PM,Jan 2023,01/17/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A872685,Bubbles,01/23/2023 06:43:00 PM,Jan 2023,07/13/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Calico
A870497,Gaia,01/23/2023 07:12:00 PM,Jan 2023,12/07/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A872862,,01/24/2023 01:52:00 PM,Jan 2023,01/17/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A873240,,01/24/2023 02:54:00 PM,Jan 2023,01/22/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A873245,,01/24/2023 02:54:00 PM,Jan 2023,01/14/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby
A873244,,01/24/2023 02:55:00 PM,Jan 2023,01/16/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Cream Tabby
A873243,,01/24/2023 02:55:00 PM,Jan 2023,01/16/2023,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Cream Tabby
A873242,,01/24/2023 02:55:00 PM,Jan 2023,01/16/2023,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair,Torbie
A873394,,01/24/2023 03:29:00 PM,Jan 2023,01/24/2023,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair,Gray
A873395,,01/24/2023 03:29:00 PM,Jan 2023,01/24/2023,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair,Gray
A873114,,01/24/2023 03:59:00 PM,Jan 2023,11/05/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A873113,,01/24/2023 04:07:00 PM,Jan 2023,11/05/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A865091,*Dove,01/24/2023 04:10:00 PM,Jan 2023,09/05/2022,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Cream Tabby
A872922,,01/24/2023 04:33:00 PM,Jan 2023,11/18/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A872966,,01/24/2023 04:34:00 PM,Jan 2023,01/18/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby
A873246,,01/24/2023 04:49:00 PM,Jan 2023,10/23/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue
A872686,Milo,01/24/2023 04:56:00 PM,Jan 2023,09/13/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby/White
A872982,,01/24/2023 05:02:00 PM,Jan 2023,01/18/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black
A872913,Mercury,01/24/2023 05:44:00 PM,Jan 2023,01/17/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby
A873112,Lily,01/24/2023 05:49:00 PM,Jan 2023,11/05/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A873119,Elton,01/24/2023 06:14:00 PM,Jan 2023,09/20/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair,White
A873207,,01/25/2023 01:08:00 PM,Jan 2023,01/22/2021,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby/White
A873391,Marshmellow,01/25/2023 03:12:00 PM,Jan 2023,01/24/2015,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair,Brown Tabby
A873111,,01/25/2023 03:12:00 PM,Jan 2023,01/20/2021,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A873387,Cheeto,01/25/2023 03:12:00 PM,Jan 2023,01/24/2017,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair,White/Blue Tabby
A873381,Mini,01/25/2023 03:13:00 PM,Jan 2023,01/24/2015,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair,Brown Tabby/Orange Tabby
A873047,,01/25/2023 04:46:00 PM,Jan 2023,01/19/2011,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair,Black/White
A873186,,01/25/2023 06:01:00 PM,Jan 2023,07/21/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,White
A872149,Cheri,01/26/2023 01:02:00 PM,Jan 2023,01/04/2016,Adoption,,Cat,Spayed Female,7 years,Domestic Shorthair,Brown Tabby/White
A873342,,01/26/2023 04:13:00 PM,Jan 2023,09/25/2022,Transfer,Partner,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A873340,,01/26/2023 04:13:00 PM,Jan 2023,01/23/2022,Transfer,Partner,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A873208,,01/26/2023 04:13:00 PM,Jan 2023,09/25/2022,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby
A873209,,01/26/2023 04:13:00 PM,Jan 2023,09/22/2022,Transfer,Partner,Cat,Intact Male,4 months,Domestic Shorthair,Black
A873217,,01/26/2023 04:13:00 PM,Jan 2023,01/22/2022,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White
A873211,,01/26/2023 04:13:00 PM,Jan 2023,01/22/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Black
A873303,,01/26/2023 04:20:00 PM,Jan 2023,01/23/2019,Transfer,Partner,Cat,Intact Female,4 years,Domestic Shorthair,Calico
A870829,*Ol' Saint Nick,01/26/2023 04:21:00 PM,Jan 2023,12/14/2012,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair,Blue Tabby
A872191,*Dante,01/26/2023 04:22:00 PM,Jan 2023,01/05/2021,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Longhair,Black
A873182,,01/26/2023 04:26:00 PM,Jan 2023,01/21/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby
A872975,Belle Starr,01/26/2023 05:28:00 PM,Jan 2023,10/18/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A869957,Cotton,01/26/2023 06:50:00 PM,Jan 2023,09/28/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Brown Tabby
A871447,A871447,01/27/2023 08:17:00 AM,Jan 2023,12/23/2020,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A873206,,01/27/2023 08:35:00 AM,Jan 2023,01/22/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Tortie
A873368,,01/27/2023 09:35:00 AM,Jan 2023,01/24/2021,Died,In Kennel,Cat,Unknown,2 years,Domestic Medium Hair,Brown Tabby/White
A873336,,01/27/2023 10:25:00 AM,Jan 2023,01/23/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Silver Tabby/White
A873286,,01/27/2023 10:25:00 AM,Jan 2023,03/23/2022,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,Blue
A871114,*Blazer,01/27/2023 10:25:00 AM,Jan 2023,03/19/2021,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A873161,*Tangerine,01/27/2023 10:25:00 AM,Jan 2023,03/21/2022,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,Orange Tabby
A871174,Oreo,01/27/2023 10:25:00 AM,Jan 2023,12/20/2020,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A873288,,01/27/2023 10:25:00 AM,Jan 2023,03/23/2022,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair,Black
A873274,A873274,01/27/2023 11:48:00 AM,Jan 2023,01/23/2021,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby/White
A869956,Hercules,01/27/2023 12:32:00 PM,Jan 2023,09/28/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A873315,Syd Barrett,01/27/2023 01:41:00 PM,Jan 2023,07/23/2016,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby
A873337,*Somersault,01/27/2023 04:16:00 PM,Jan 2023,01/23/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Calico
A873396,A873396,01/28/2023 12:00:00 AM,Jan 2023,01/24/2020,Euthanasia,Suffering,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black/White
A873277,Rita,01/28/2023 01:04:00 PM,Jan 2023,11/23/2022,Adoption,,Cat,Intact Female,2 months,Domestic Longhair,Tortie
A871450,Kai,01/28/2023 03:15:00 PM,Jan 2023,12/23/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby/White
A872973,,01/28/2023 05:22:00 PM,Jan 2023,01/18/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Black
A870973,*Harriet,01/28/2023 05:45:00 PM,Jan 2023,12/16/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby
A872393,Achilles,01/28/2023 06:44:00 PM,Jan 2023,01/09/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A873474,,01/29/2023 01:42:00 PM,Jan 2023,01/25/2020,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair,Brown Tabby
A872683,Sawyer,01/29/2023 05:11:00 PM,Jan 2023,01/13/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby
A872684,*Bubba,01/29/2023 05:12:00 PM,Jan 2023,01/13/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A872229,*Folklore,01/30/2023 11:46:00 AM,Jan 2023,11/21/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A873686,A873686,01/30/2023 02:43:00 PM,Jan 2023,01/30/2018,Transfer,Partner,Cat,Intact Male,5 years,Domestic Shorthair,Black
A873212,,01/30/2023 03:43:00 PM,Jan 2023,01/22/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Orange Tabby/White
A873389,Chicken,01/30/2023 03:43:00 PM,Jan 2023,01/24/2017,Return to Owner,,Cat,Spayed Female,6 years,Domestic Shorthair,Brown Tabby/White
A873297,,01/30/2023 03:45:00 PM,Jan 2023,01/23/2021,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair,Black
A873290,,01/30/2023 03:45:00 PM,Jan 2023,05/23/2022,Transfer,Partner,Cat,Intact Female,8 months,Domestic Shorthair,Brown Tabby
A873372,,01/30/2023 04:14:00 PM,Jan 2023,08/24/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Silver Tabby/White
A873654,Cleo,01/30/2023 04:49:00 PM,Jan 2023,01/29/2021,Euthanasia,Suffering,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A873343,Cheeto,01/30/2023 04:49:00 PM,Jan 2023,01/23/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A873500,,01/30/2023 04:58:00 PM,Jan 2023,01/26/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Gray Tabby
A873185,*Beebop,01/30/2023 05:02:00 PM,Jan 2023,04/01/2022,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Black/White
A873375,,01/30/2023 05:20:00 PM,Jan 2023,08/24/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White
A873526,,01/30/2023 05:39:00 PM,Jan 2023,12/02/2022,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Orange Tabby
A873472,Ledo,01/30/2023 05:43:00 PM,Jan 2023,01/30/2022,Return to Owner,,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White
A873523,Harriet,01/30/2023 05:52:00 PM,Jan 2023,12/02/2022,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,Lynx Point
A873522,,01/30/2023 05:54:00 PM,Jan 2023,11/20/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A873469,Chanel,01/30/2023 05:56:00 PM,Jan 2023,01/25/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby
A873412,A873412,01/30/2023 06:39:00 PM,Jan 2023,06/30/2022,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black
A873524,,01/30/2023 06:44:00 PM,Jan 2023,12/02/2022,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Tortie
A871996,*Queso,01/31/2023 12:46:00 PM,Jan 2023,01/03/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Flame Point
A873497,Chiquito,01/31/2023 01:03:00 PM,Jan 2023,12/04/2022,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,White/Orange Tabby
A868737,*Elsa,01/31/2023 01:29:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Spayed Female,2 months,Snowshoe Mix,Lynx Point/White
A868733,*Cosmo,01/31/2023 01:36:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A868464,*Aster,01/31/2023 01:44:00 PM,Jan 2023,11/02/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A873413,Olive,01/31/2023 02:31:00 PM,Jan 2023,07/24/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Blue
A873477,,01/31/2023 03:32:00 PM,Jan 2023,01/25/2021,Adoption,,Cat,Neutered Male,2 years,Siamese,Lynx Point
A873496,Daisy,01/31/2023 04:05:00 PM,Jan 2023,12/04/2022,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby
A873446,Sky,01/31/2023 04:07:00 PM,Jan 2023,01/25/2020,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Calico
A870973,*Harriet,02/03/2023 12:00:00 AM,Feb 2023,12/16/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby
A872896,,02/03/2023 11:16:00 AM,Feb 2023,10/21/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico/White
A868463,*Charlie,02/03/2023 11:18:00 AM,Feb 2023,11/02/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
